,price,retail_price,currency_buyer,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,product_variation_inventory,shipping_option_name,shipping_option_price,shipping_is_express,countries_shipped_to,inventory_total,has_urgency_banner,urgency_text,origin_country,merchant_rating_count,merchant_rating,merchant_has_profile_picture,theme,crawl_month
82,5.9,5,EUR,10000,0,3.64,1933,867.0,298.0,299.0,151.0,318.0,0,0,0,0,4,Livraison standard,1,0,30,50,,,CN,2366,3.951817413355875,0,summer,2020-08
83,6.0,20,EUR,100,0,3.08,13,4.0,2.0,2.0,1.0,4.0,0,0,0,0,50,Livraison standard,2,0,43,50,,,CN,2776,3.931195965417868,0,summer,2020-08
84,7.0,6,EUR,50000,1,4.41,17444,11548.0,3191.0,1632.0,507.0,566.0,1,0,1,0,2,Livraison standard,2,0,35,50,,,CN,126370,4.14695734747171,1,summer,2020-08
85,8.0,7,EUR,10000,1,3.7,1404,593.0,278.0,232.0,124.0,177.0,0,0,0,0,1,Livraison standard,2,0,48,50,,,CN,4178,3.9375299186213497,0,summer,2020-08
86,12.0,11,EUR,1000,0,3.81,341,163.0,63.0,48.0,21.0,46.0,0,0,0,0,50,Livraison standard,3,0,13,50,,,CN,2248,4.150355871886121,0,summer,2020-08
87,5.78,8,EUR,20000,1,4.0,3975,2054.0,774.0,576.0,242.0,329.0,0,0,0,0,50,Standardowa wysyłka,1,0,29,50,,,CN,6555,4.184134248665141,0,summer,2020-08
88,12.0,17,EUR,5000,0,3.94,387,189.0,76.0,67.0,21.0,34.0,0,0,0,0,50,Livraison standard,3,0,43,50,,,CN,1288,3.978260869565217,0,summer,2020-08
89,11.0,10,EUR,20000,1,4.07,3070,1635.0,642.0,392.0,177.0,224.0,0,0,0,0,50,Livraison standard,2,0,35,50,,,CN,12974,3.965700632033297,0,summer,2020-08
90,8.0,51,EUR,100,0,4.29,31,19.0,5.0,5.0,1.0,1.0,1,0,1,0,50,Livraison standard,2,0,43,50,,,CN,5846,3.8325350667122815,0,summer,2020-08
91,11.0,10,EUR,100,1,3.46,50,20.0,7.0,8.0,6.0,9.0,0,0,0,0,50,Livraison standard,3,0,41,50,1.0,Quantité limitée !,CN,225438,4.301120485454981,0,summer,2020-08
92,5.77,48,EUR,100000,0,4.1,20744,11184.0,4152.0,2919.0,1174.0,1315.0,0,0,0,0,50,Livraison standard,2,0,46,50,,,CN,330405,4.06734764909732,1,summer,2020-08
93,9.0,8,EUR,20000,0,3.7,3820,1726.0,654.0,568.0,324.0,548.0,0,0,0,0,44,Livraison standard,3,0,20,50,,,CN,15748,4.064643129286258,0,summer,2020-08
94,1.72,2,EUR,100,1,3.77,30,15.0,3.0,5.0,4.0,3.0,0,0,0,0,10,Livraison standard,1,0,48,50,,,CN,32168,3.8845436458592384,0,summer,2020-08
95,1.86,9,EUR,100,1,3.57,42,17.0,9.0,4.0,5.0,7.0,0,0,0,0,2,Livraison standard,1,0,40,50,1.0,Quantité limitée !,CN,7248,3.9430187637969096,0,summer,2020-08
96,14.0,92,EUR,100,1,4.54,13,10.0,2.0,0.0,0.0,1.0,0,0,0,0,50,Livraison standard,3,0,36,50,,,CN,54,4.185185185185185,0,summer,2020-08
97,3.69,4,EUR,1000,0,3.64,212,95.0,33.0,32.0,16.0,36.0,0,0,0,0,5,Livraison standard,1,0,24,50,,,CN,1559,4.039127645926877,0,summer,2020-08
98,5.79,42,EUR,1000,0,3.32,121,36.0,24.0,23.0,19.0,19.0,0,0,0,0,50,Livraison standard,2,0,43,50,1.0,Quantité limitée !,CN,5083,3.9474719653747785,0,summer,2020-08
99,11.0,30,EUR,100,1,4.11,28,17.0,4.0,3.0,1.0,3.0,2,1,0,1,2,Livraison standard,3,0,45,50,,,CN,9541,4.210460119484331,0,summer,2020-08
100,9.0,8,EUR,100,1,3.18,72,17.0,19.0,12.0,8.0,16.0,0,0,0,0,10,Livraison standard,3,0,26,50,,,CN,288,3.7291666666666665,0,summer,2020-08
101,6.0,8,EUR,10000,0,3.96,1338,685.0,257.0,187.0,72.0,137.0,0,0,0,0,50,Livraison standard,2,0,43,50,,,CN,54504,3.80168428005284,1,summer,2020-08
102,20.0,17,EUR,100,1,2.8,15,2.0,3.0,5.0,0.0,5.0,0,0,0,0,50,Livraison standard,6,0,36,50,,,CN,67,3.2985074626865667,0,summer,2020-08
103,5.66,5,EUR,5000,0,3.89,1161,558.0,242.0,159.0,75.0,127.0,0,0,0,0,50,Livraison standard,2,0,42,50,1.0,Quantité limitée !,CN,99283,4.285597735765438,0,summer,2020-08
104,8.0,65,EUR,100,0,3.97,29,18.0,1.0,5.0,1.0,4.0,0,0,0,0,1,Livraison standard,2,0,33,50,,,CN,239,3.882845188284519,0,summer,2020-08
105,8.0,7,EUR,1000,1,3.61,668,254.0,155.0,102.0,61.0,96.0,0,0,0,0,10,Livraison standard,2,0,39,50,,,CN,40616,4.098557218830018,0,summer,2020-08
106,6.0,6,EUR,1000,1,3.82,134,62.0,26.0,23.0,6.0,17.0,0,0,0,0,1,Livraison standard,2,0,35,50,,,CN,670,3.844776119402985,0,summer,2020-08
107,11.0,10,EUR,5000,0,3.96,1556,743.0,338.0,258.0,110.0,107.0,0,0,0,0,50,Livraison standard,3,0,23,50,,,CN,4610,4.252711496746204,0,summer,2020-08
108,7.0,6,EUR,1000,1,4.2,107,66.0,13.0,18.0,3.0,7.0,0,0,0,0,3,Livraison standard,2,0,26,50,,,CN,247,3.94331983805668,0,summer,2020-08
109,11.0,10,EUR,10000,0,3.77,1694,725.0,376.0,272.0,112.0,209.0,0,0,0,0,50,Livraison standard,3,0,31,50,,,CN,13946,4.000143410296859,0,summer,2020-08
110,5.8100000000000005,30,EUR,100,0,2.61,18,3.0,2.0,5.0,1.0,7.0,0,0,0,0,3,Livraison standard,2,0,41,50,1.0,Quantité limitée !,CN,26473,3.8947606995807047,0,summer,2020-08
111,14.0,12,EUR,10000,0,3.93,2946,1427.0,614.0,452.0,180.0,273.0,0,0,0,0,36,Livraison standard,4,0,26,50,1.0,Quantité limitée !,CN,32858,3.88553776857995,0,summer,2020-08
112,5.0,51,EUR,10,0,5.0,0,,,,,,0,0,0,0,1,Livraison standard,1,0,36,50,,,CN,295,3.9898305084745758,0,summer,2020-08
113,5.0,5,EUR,100,1,4.3,10,6.0,2.0,1.0,1.0,0.0,0,0,0,0,3,Livraison standard,2,0,22,50,,,CN,10799,4.167978516529308,0,summer,2020-08
114,11.0,10,EUR,1000,0,4.12,249,143.0,48.0,24.0,12.0,22.0,0,0,0,0,50,Livraison standard,2,0,21,50,,,CN,8989,3.851930136833908,1,summer,2020-08
115,12.0,67,EUR,10,0,3.67,3,2.0,0.0,0.0,0.0,1.0,0,0,0,0,20,Livraison standard,3,0,32,50,,,CN,238,4.008403361344539,0,summer,2020-08
116,5.68,5,EUR,10,0,4.5,2,1.0,1.0,0.0,0.0,0.0,0,0,0,0,50,Livraison standard,2,0,109,50,,,CN,160,4.5125,1,summer,2020-08
117,11.0,10,EUR,100,1,4.0,12,7.0,1.0,2.0,1.0,1.0,0,0,0,0,50,Livraison standard,2,0,32,50,,,VE,546,4.014652014652015,0,summer,2020-08
118,17.0,15,EUR,10000,0,4.16,3040,1782.0,565.0,332.0,123.0,238.0,1,0,1,0,50,Livraison standard,5,0,52,50,,,CN,12881,4.35261237481562,1,summer,2020-08
119,7.0,43,EUR,100,0,3.71,21,10.0,5.0,0.0,2.0,4.0,0,0,0,0,9,Livraison standard,2,0,40,50,,,CN,9078,3.878166997135933,0,summer,2020-08
120,12.0,85,EUR,50,1,4.75,4,3.0,1.0,0.0,0.0,0.0,0,0,0,0,18,Livraison standard,3,0,35,50,,,CN,57,4.175438596491228,0,summer,2020-08
121,7.0,6,EUR,100,0,5.0,2,2.0,0.0,0.0,0.0,0.0,0,0,0,0,50,Livraison standard,2,0,41,50,,,CN,9703,3.9707307018447904,0,summer,2020-08
122,7.0,33,EUR,50,0,3.0,2,0.0,1.0,0.0,1.0,0.0,0,0,0,0,50,Livraison standard,2,0,41,50,,,CN,25222,4.001546269130125,0,summer,2020-08
123,11.0,59,EUR,1000,0,4.11,135,75.0,24.0,19.0,10.0,7.0,0,0,0,0,50,Livraison standard,2,0,41,50,,,CN,6715,4.0571854058078936,1,summer,2020-08
124,12.0,43,EUR,100,0,3.59,27,7.0,9.0,7.0,1.0,3.0,0,0,0,0,50,الشحن القياسي,3,0,42,50,,,CN,3237,3.948409020698177,0,summer,2020-08
125,13.0,51,EUR,5000,0,3.61,127,59.0,16.0,20.0,7.0,25.0,0,0,0,0,50,Livraison standard,3,0,43,50,1.0,Quantité limitée !,CN,17244,3.9464161447459984,0,summer,2020-08
126,2.72,9,EUR,1,0,5.0,0,,,,,,0,0,0,0,1,Livraison standard,1,0,33,50,,,CN,378,3.5978835978835977,0,summer,2020-08
127,6.0,6,EUR,20000,1,3.99,1600,809.0,322.0,238.0,100.0,131.0,0,0,0,0,50,Livraison standard,2,0,33,50,,,CN,16013,4.1088490601386365,0,summer,2020-08
128,9.0,56,EUR,100,1,4.03,30,17.0,6.0,2.0,1.0,4.0,0,0,0,0,3,Livraison standard,3,0,19,50,,,US,49,3.7142857142857135,0,summer,2020-08
129,5.0,5,EUR,50,0,5.0,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,5,Livraison standard,2,0,47,50,,,CN,4,3.75,0,summer,2020-08
130,5.86,5,EUR,1000,0,3.73,150,71.0,23.0,23.0,11.0,22.0,0,0,0,0,6,Livraison standard,1,0,30,50,,,CN,9308,3.993016759776536,0,summer,2020-08
131,2.0,2,EUR,10000,1,3.99,980,520.0,180.0,120.0,67.0,93.0,0,0,0,0,1,Livraison standard,1,0,23,50,,,CN,12309,4.0451702006661785,1,summer,2020-08
132,7.0,6,EUR,5000,0,4.38,996,654.0,178.0,94.0,32.0,38.0,1,0,1,0,8,Livraison standard,2,0,41,50,1.0,Quantité limitée !,CN,130598,3.946790915634237,0,summer,2020-08
133,5.66,6,EUR,100,0,3.08,13,3.0,3.0,3.0,0.0,4.0,0,0,0,0,50,Expediere Standard,2,0,35,50,,,CN,2782,4.06901509705248,0,summer,2020-08
134,13.0,17,EUR,5000,0,4.11,792,450.0,150.0,88.0,35.0,69.0,0,0,0,0,6,Livraison standard,3,0,43,50,1.0,Quantité limitée !,CN,4571,3.910741632028002,0,summer,2020-08
135,8.0,7,EUR,5000,1,3.6,1254,500.0,241.0,207.0,126.0,180.0,0,0,0,0,27,Livraison standard,3,0,28,50,,,CN,88193,4.0808907736441675,1,summer,2020-08
136,11.0,10,EUR,1000,1,3.78,299,120.0,73.0,55.0,22.0,29.0,0,0,0,0,5,Livraison standard,3,0,35,50,,,CN,433,3.896073903002309,0,summer,2020-08
137,8.0,7,EUR,20000,0,4.05,8904,4640.0,1964.0,1121.0,493.0,686.0,0,0,0,0,50,Livraison standard,2,0,31,50,1.0,Quantité limitée !,CN,19221,4.168097393475886,0,summer,2020-08
138,16.0,76,EUR,100,1,3.53,38,15.0,9.0,2.0,5.0,7.0,0,0,0,0,50,Livraison standard,5,0,58,50,,,CN,1088,4.272058823529412,1,summer,2020-08
139,11.0,10,EUR,100,0,4.6,5,3.0,2.0,0.0,0.0,0.0,0,0,0,0,12,Livraison standard,3,0,42,50,,,CN,38936,4.122996712553935,1,summer,2020-08
